CODE	GENES	LNZ308.DMSO	LNZ308.AZD6738	LN229.DMSO	LN229.AZD6738
HR_43439	HR	987	1102	859	855
ZNF273_29179	ZNF273	477	409	363	645
CAMK4_2250	CAMK4	433	584	384	443
OR8B2_35213	OR8B2	214	317	216	243
MAP7D3_49512	MAP7D3	1045	1232	959	1154
SPOPL_69002	SPOPL	1283	1562	1401	1633
TMEM81_71174	TMEM81	551	631	434	563
CLTB_3431	CLTB	507	418	471	611
LAD1_10438	LAD1	1349	1507	1200	1685
SERPING1_1954	SERPING1	782	636	812	641
WIF1_30449	WIF1	1265	1377	1378	1428
NPHS2_20962	NPHS2	531	571	476	570
ATP1A4_1347	ATP1A4	1118	1406	1088	1296
HCAR1_35787	HCAR1	845	777	907	893
CUL3_21979	CUL3	825	721	1130	1066
SMIM12_57004	SMIM12	688	651	787	850
CCDC170_50748	CCDC170	627	448	436	582
SLC22A12_57629	SLC22A12	644	477	472	662
OR6C2_69325	OR6C2	1069	1575	990	1365
KLK7_15058	KLK7	822	1006	948	746
PROK1_53576	PROK1	848	836	1112	1318
OTOP2_56331	OTOP2	372	332	322	405
CCDC92_50924	CCDC92	370	313	323	563
AGAP6_72759	AGAP6	338	344	939	1314
LPAR4_7567	LPAR4	1300	1605	1554	1499
IFT88_21294	IFT88	939	1257	881	975
TUBB2B_69871	TUBB2B	876	1038	929	1222
HAND1_24787	HAND1	1112	1145	1017	1109
ZDBF2_46204	ZDBF2	464	436	610	549
CD58_2722	CD58	210	264	526	464
TMEM132E_58834	TMEM132E	576	637	576	809
TRUB2_35367	TRUB2	317	698	747	684
SEMA3D_66095	SEMA3D	593	500	494	482
MNAT1_11653	MNAT1	480	527	398	396
MCC_11219	MCC	1183	1240	1115	1421
PSG3_15112	PSG3	1410	1669	1210	1262
RABGGTA_15691	RABGGTA	37	68	398	389
MYLK_12086	MYLK	1439	1385	1025	1114
PRR13_39964	PRR13	1030	1393	1026	1392
PLAT_14099	PLAT	526	430	627	855
NUP62_33377	NUP62	123	294	762	883
LMBR1L_43129	LMBR1L	375	624	513	732
GJC2_45175	GJC2	520	605	346	642
CBX4_22235	CBX4	385	508	381	460
SCARB1_2662	SCARB1	427	455	561	696
NCKIPSD_38924	NCKIPSD	598	520	688	1004
FANCA_6028	FANCA	1592	1220	1639	1791
TBRG4_24271	TBRG4	1430	2424	1841	2261
SLC15A5_74822	SLC15A5	434	631	409	542
DGKQ_4501	DGKQ	833	951	882	778
MS4A12_40801	MS4A12	521	563	507	384
C11orf95_48585	C11orf95	822	835	804	856
DMKN_56435	DMKN	367	374	314	456
CNPPD1_35403	CNPPD1	1195	1756	1098	1587
OR4D2_58764	OR4D2	1426	1668	1479	1735
ATF7_29858	ATF7	1011	1382	1311	1889
C9orf172_71494	C9orf172	808	943	880	1053
TSNAXIP1_43473	TSNAXIP1	848	962	874	820
XPNPEP2_20355	XPNPEP2	535	474	448	682
UBASH3A_39562	UBASH3A	1026	1125	1084	1157
INSL6_30365	INSL6	556	651	582	769
TAF6_18655	TAF6	21	34	358	330
CDAN1_61523	CDAN1	363	381	1223	1293
NPIPA3_73715	NPIPA3	63	60	325	436
NDNL2_44080	NDNL2	313	330	189	232
GLUL_7271	GLUL	1447	1725	1600	1844
ALPK1_50933	ALPK1	1120	1136	876	885
SLC4A1_17486	SLC4A1	1442	1762	1327	1693
RDM1_64882	RDM1	245	283	408	296
CD209_37121	CD209	319	492	412	438
PAX8_20991	PAX8	1554	2116	2157	2171
TMEM41A_55451	TMEM41A	1645	1620	1232	1449
LOC100129083_75177	LOC100129083	652	774	697	790
OR51L1_58168	OR51L1	811	932	765	791
CAPN5_2002	CAPN5	855	847	913	931
TRIM27_16056	TRIM27	496	675	393	504
TP53I11_25147	TP53I11	264	269	219	302
TRIM44_40529	TRIM44	310	316	452	526
CRIP3_72402	CRIP3	502	539	482	695
FADS1_10688	FADS1	912	1118	680	666
SOX17_47623	SOX17	907	796	574	747
ODF4_61682	ODF4	377	412	342	469
ZNF148_20719	ZNF148	251	448	461	451
RANBP3_22103	RANBP3	222	221	166	316
TIMM21_36440	TIMM21	1063	1285	1043	1062
FBXO46_32710	FBXO46	519	447	433	393
RBBP8_15903	RBBP8	392	440	584	479
CEBPA_3003	CEBPA	847	984	1427	1408
GEMIN5_34118	GEMIN5	103	203	528	369
FAM132B_62446	FAM132B	1191	1165	1236	990
PLEKHG6_41904	PLEKHG6	164	304	167	151
HOMEZ_45966	HOMEZ	263	197	256	269
SNX22_50166	SNX22	216	370	549	860
VCAN_4099	VCAN	655	338	407	354
CDR2_2967	CDR2	1599	1816	1293	1340
SULT1A4_73303	SULT1A4	215	327	460	307
SRGAP2C_74319	SRGAP2C	253	250	1516	1712
LRTM2_74440	LRTM2	809	848	635	880
ABHD11_52129	ABHD11	1090	1033	861	891
LENG8_57270	LENG8	76	132	298	184
APBA1_883	APBA1	783	831	948	1014
CHCHD1_58043	CHCHD1	560	882	1551	1611
DMRT3_46663	DMRT3	664	672	553	597
GNLY_28559	GNLY	548	616	786	1069
PKP1_14063	PKP1	1468	1905	1528	1948
CFHR1_8307	CFHR1	709	1116	644	1061
ZNF768_49752	ZNF768	699	804	708	640
CLDN18_38148	CLDN18	712	913	717	1002
KIAA0430_25535	KIAA0430	686	662	841	880
ISY1-RAB43_76199	ISY1-RAB43	94	149	373	392
CRHR1_3889	CRHR1	833	1014	887	1122
KIF25_10259	KIF25	324	339	529	574
PLEKHG5_45477	PLEKHG5	747	1054	653	727
STIM1_18394	STIM1	564	349	490	662
VBP1_20099	VBP1	387	512	808	1103
TUBA4A_19717	TUBA4A	972	1189	952	1100
ANKRD54_59670	ANKRD54	520	507	520	581
VMO1_67591	VMO1	1346	1346	1240	1489
ANHX_74205	ANHX	318	336	359	467
LCN1_10535	LCN1	335	389	437	355
CAPN12_61921	CAPN12	1786	1920	1532	1829
EDEM2_43214	EDEM2	469	644	787	781
CD2BP2_28026	CD2BP2	608	501	1065	1025
TRIM7_51893	TRIM7	398	423	339	455
RBL1_15907	RBL1	929	842	951	1033
LKAAEAR1_64539	LKAAEAR1	1256	1770	980	1252
PALM_13290	PALM	1204	1665	1176	1415
CKMT1A_73527	CKMT1A	1011	1246	974	1171
MRPS28_36212	MRPS28	754	1017	1259	1666
HIRA_19754	HIRA	1946	924	1555	1491
UBE2O_47078	UBE2O	517	595	766	648
IGHMBP2_9344	IGHMBP2	169	169	508	526
CXCL14_25179	CXCL14	221	419	240	351
TLK2_29838	TLK2	1123	535	776	659
TMEM114_67554	TMEM114	1324	1295	1087	1323
GNRH2_7399	GNRH2	565	507	356	447
SELV_69943	SELV	1054	907	1173	1232
OR52J3_58164	OR52J3	1272	1482	1296	1364
NPC2_28555	NPC2	996	1139	1257	1566
GRIN2D_7772	GRIN2D	399	474	383	440
FAM163A_62067	FAM163A	1809	1820	1601	1697
CYB5D2_58867	CYB5D2	580	409	409	736
TRIM21_18239	TRIM21	513	560	356	412
ENOX2_28291	ENOX2	1359	1274	1248	1525
DRG1_12403	DRG1	1601	1996	1066	1115
C16orf62_44861	C16orf62	976	1033	1038	977
ZNF783_75731	ZNF783	1047	932	1265	1698
SRD5A3_49492	SRD5A3	853	1417	912	1043
FOXQ1_56733	FOXQ1	2309	2471	1860	2230
ATG12_23995	ATG12	696	584	554	583
MAGT1_52805	MAGT1	465	525	439	693
C1orf53_71172	C1orf53	507	498	270	246
LAMTOR4_71410	LAMTOR4	690	862	713	906
OST4_75173	OST4	323	419	409	581
GRAMD1A_46138	GRAMD1A	1864	1321	1531	1710
HMHA1_33052	HMHA1	786	874	695	774
PCDHGB3_43898	PCDHGB3	1632	1980	1184	1320
TPM1_19493	TPM1	256	353	476	772
CCM2L_60922	CCM2L	381	480	312	535
PSMD8_15262	PSMD8	1184	1287	1154	1307
PNMAL2_45545	PNMAL2	2271	2787	1939	2232
EDF1_22783	EDF1	856	1183	835	849
MED8_56906	MED8	908	1029	1300	1695
OR5W2_71639	OR5W2	1468	1418	1357	1498
WSCD2_25558	WSCD2	313	474	329	397
USP19_29373	USP19	543	382	791	698
HSD17B12_37953	HSD17B12	322	355	370	626
PRKACG_14786	PRKACG	1714	1818	1475	1863
AMY2A_774	AMY2A	412	423	321	460
UMAD1_74991	UMAD1	393	499	464	359
GBX2_6960	GBX2	2439	2733	2149	2345
NR0B1_534	NR0B1	392	374	330	268
CXCL12_17078	CXCL12	326	652	486	390
ENAH_43209	ENAH	224	387	245	259
POLR3C_28706	POLR3C	81	117	364	339
PCDH10_45897	PCDH10	353	460	585	673
LRRC43_66398	LRRC43	301	452	337	495
BRPF3_35704	BRPF3	1562	1425	1046	1195
SLC1A4_17442	SLC1A4	771	860	741	717
GNAO1_7321	GNAO1	1706	1961	1315	1809
GRHPR_24671	GRHPR	412	477	232	278
TMEM64_64058	TMEM64	817	1021	1080	865
ADGRL2_32285	ADGRL2	213	243	235	166
ERO1L_37029	ERO1L	232	415	432	438
HTN1_9005	HTN1	1833	2154	1152	1362
TP53_19454	TP53	477	470	465	372
PGS1_24990	PGS1	54	119	352	350
FAM110D_50381	FAM110D	1032	1183	1345	1171
AGAP3_57879	AGAP3	879	826	951	713
ZFYVE1_39563	ZFYVE1	703	975	831	814
LAMA3_10467	LAMA3	1631	1987	1242	1712
SULF2_43781	SULF2	967	1140	1148	1130
CELSR3_5371	CELSR3	720	871	1029	1328
AKIRIN1_49504	AKIRIN1	691	659	834	1082
C20orf24_43801	C20orf24	333	314	454	440
TRIM26_20745	TRIM26	1392	1539	1511	1473
C17orf102_72228	C17orf102	923	1088	974	1075
ALDH9A1_630	ALDH9A1	1622	1695	979	1222
RIPK4_39768	RIPK4	1251	1445	1275	1703
NRXN1_24663	NRXN1	382	523	419	342
STARD3_29636	STARD3	1864	2040	1671	1943
MARC2_41266	MARC2	316	289	335	397
ZNF48_64534	ZNF48	910	953	724	817
NOVA2_12751	NOVA2	1411	1738	1113	1408
SMARCD1_17767	SMARCD1	1269	1668	1626	1880
ARPC1B_26986	ARPC1B	505	557	545	448
HOXD3_8754	HOXD3	429	552	418	526
CFHR3_29403	CFHR3	1605	1548	1470	1842
PTK7_15389	PTK7	1474	1424	1003	1250
FBXL6_34803	FBXL6	1435	1508	1369	1579
DNAH10_64398	DNAH10	1762	1940	1793	1843
C10orf105_72750	C10orf105	1860	1785	1502	1882
TEX40_33925	TEX40	560	672	599	746
TMPRSS13_52768	TMPRSS13	720	786	964	792
MC1R_11194	MC1R	1787	1974	1841	2296
TMEM80_67272	TMEM80	1036	1204	1066	1275
BRCC3_49104	BRCC3	589	450	543	601
SPRED3_72083	SPRED3	1941	2114	1856	2199
RXFP4_68940	RXFP4	772	805	603	594
TTC31_47780	TTC31	518	492	527	519
HSPA1B_8927	HSPA1B	770	858	656	712
PSMB10_15211	PSMB10	803	1143	914	895
KRT222_58911	KRT222	383	472	446	498
SHOC2_21213	SHOC2	99	106	445	427
PCDHA3_44044	PCDHA3	1367	1600	1717	1450
KRCC1_38477	KRCC1	498	545	668	789
RASAL3_48265	RASAL3	410	568	381	432
C1orf186_72998	C1orf186	380	462	508	677
TAGLN3_36521	TAGLN3	269	242	417	422
TAS2R39_66978	TAS2R39	881	1134	678	819
CLCN5_3358	CLCN5	875	569	698	903
NSUN2_40905	NSUN2	533	459	542	670
SRP68_18214	SRP68	280	293	432	603
COLEC11_48633	COLEC11	1429	1306	1208	1196
MAGEC1_26532	MAGEC1	1877	1871	1674	1871
TSPAN18_55320	TSPAN18	687	656	679	711
AIF1L_52205	AIF1L	505	634	608	638
STRADB_42517	STRADB	291	365	372	477
OR2AG1_61275	OR2AG1	778	591	825	705
TMPRSS11D_24744	TMPRSS11D	2093	2511	1753	1895
XAF1_40468	XAF1	1424	1606	1493	1633
PDXK_22342	PDXK	601	517	660	588
ABCB11_22553	ABCB11	575	646	646	506
CDC42EP2_28071	CDC42EP2	402	397	444	448
CELA3B_32813	CELA3B	1514	1377	1348	1722
JAKMIP3_67167	JAKMIP3	570	693	752	723
TXNDC15_49892	TXNDC15	1755	1717	1251	1665
C3orf52_49575	C3orf52	801	943	723	1064
ADGRG1_24407	ADGRG1	526	728	471	542
ARL6IP4_38520	ARL6IP4	902	1002	657	904
C22orf29_49617	C22orf29	656	830	676	762
SCGB1C2_74323	SCGB1C2	951	1041	1132	1061
CXCL6_17043	CXCL6	2367	2857	2100	2043
PPP1R11_18923	PPP1R11	143	159	452	577
RALGPS1_25482	RALGPS1	660	610	451	495
LRRC74B_72298	LRRC74B	730	775	732	774
HPCAL4_38767	HPCAL4	832	755	929	974
SRGAP1_45717	SRGAP1	1274	1803	1209	1139
OR4N2_71772	OR4N2	1383	1470	1597	1987
ONECUT2_24967	ONECUT2	569	580	620	647
ADGRA2_34200	ADGRA2	640	596	359	494
APITD1-CORT_76015	APITD1-CORT	613	510	492	600
CSF3R_4036	CSF3R	958	1157	1054	1118
KIF13B_32389	KIF13B	1164	1310	1323	1447
PRR4_30661	PRR4	716	844	674	771
ATRAID_38634	ATRAID	515	477	290	281
GPX4_7675	GPX4	513	308	874	812
SV2C_31383	SV2C	1122	1193	1311	1609
CLDN7_3798	CLDN7	1076	1273	1013	1409
PRLH_37629	PRLH	1433	1648	1791	1799
C6orf120_70739	C6orf120	756	876	809	730
CISD2_73390	CISD2	610	763	820	824
ESYT3_52511	ESYT3	603	810	638	632
CLSTN2_47325	CLSTN2	835	597	720	828
CD70_2744	CD70	1675	1907	1368	1666
HINT2_54019	HINT2	1080	1074	993	1462
IL21R_37260	IL21R	1018	1221	730	1079
WWC1_32345	WWC1	1430	1746	1515	1583
TRAFD1_29503	TRAFD1	493	642	691	862
NKX2-4_73932	NKX2-4	832	1105	617	874
CA13_70597	CA13	2597	2841	2387	2501
ZNF185_20779	ZNF185	561	409	473	534
GPC1_7463	GPC1	1618	1809	1636	1558
C8orf74_65044	C8orf74	822	772	522	800
ATOH1_1322	ATOH1	1978	2148	1654	2448
ASIC3_24443	ASIC3	459	692	543	498
LEFTY1_28757	LEFTY1	683	640	497	620
CCDC153_67226	CCDC153	1085	912	1248	1065
C14orf142_53732	C14orf142	615	547	570	603
ING2_9595	ING2	761	890	758	901
CCDC61_74922	CCDC61	679	974	770	1503
CCL19_17015	CCL19	559	546	455	387
HSD17B13_69678	HSD17B13	731	882	1048	999
KLHL17_68951	KLHL17	428	560	464	627
UQCR11_29732	UQCR11	1860	1956	1787	2220
ZNF728_71043	ZNF728	425	728	452	464
TBX10_69893	TBX10	397	424	382	476
CAB39_39364	CAB39	305	615	317	294
LRRC37B_57149	LRRC37B	397	409	501	568
UBE4A_24578	UBE4A	456	540	290	370
CLEC1A_38301	CLEC1A	708	957	760	1066
GLTSCR1_37016	GLTSCR1	1825	2287	1602	1837
SSH1_39913	SSH1	2067	2057	1839	1987
OPN4_56731	OPN4	418	487	409	537
BCDIN3D_61296	BCDIN3D	99	49	65	68
FAM213A_53377	FAM213A	1392	1240	1500	1343
SYNGAP1_23126	SYNGAP1	920	919	816	1000
OR2C3_51590	OR2C3	662	727	581	758
PCDHB13_43957	PCDHB13	447	734	609	516
NTN5_59055	NTN5	441	406	347	499
WTAP_25311	WTAP	362	362	503	603
CNPY1_68307	CNPY1	2128	2356	1699	1893
KCNE5_33360	KCNE5	455	542	681	629
OR2AG2_68800	OR2AG2	903	650	536	700
PDP1_40418	PDP1	286	365	176	244
BLOC1S2_67176	BLOC1S2	405	407	321	517
E2F2_5207	E2F2	585	686	584	823
GNG4_7364	GNG4	1663	1795	1215	1332
KCNIP4_51161	KCNIP4	597	713	634	607
AFF2_6514	AFF2	1214	1269	1102	1151
ADAMTS2_25048	ADAMTS2	1193	1342	1278	1118
BOLA1_37584	BOLA1	444	612	1123	1179
TMLHE_41970	TMLHE	348	433	206	288
RETNLB_53976	RETNLB	531	607	443	487
MED1_14504	MED1	1365	1219	1646	1695
MAST1_31368	MAST1	1444	1811	1723	1729
FATE1_55212	FATE1	518	535	502	585
ZNF169_64099	ZNF169	483	409	516	643
MC1R_11195	MC1R	1282	1353	1315	1429
ZNF76_20606	ZNF76	350	441	569	695
LSM5_33438	LSM5	117	199	862	1011
CYP8B1_4417	CYP8B1	568	760	524	721
CCBL2_44194	CCBL2	497	557	384	538
MANBA_11090	MANBA	1280	1358	1380	1385
LENG8_57271	LENG8	240	269	443	484
OR8S1_69338	OR8S1	477	496	403	378
MDGA1_67071	MDGA1	1643	1842	1228	1930
KLHL7_43823	KLHL7	694	917	525	785
ASIC2_127	ASIC2	968	1243	855	1034
PRKAR1B_14805	PRKAR1B	905	1437	889	893
ANXA3_831	ANXA3	454	610	335	310
CLGN_2995	CLGN	541	742	427	456
MALL_20999	MALL	736	595	435	790
CUL5_21239	CUL5	1323	1825	1087	1214
CX3CL1_17058	CX3CL1	1910	2230	1957	2264
SPACA4_64272	SPACA4	1061	1280	797	997
SFSWAP_17219	SFSWAP	296	274	1578	1748
SLC25A35_72091	SLC25A35	305	337	551	617
MLXIP_31084	MLXIP	227	284	398	392
HEXA_8291	HEXA	802	696	816	816
BMP3_1779	BMP3	2104	2938	2425	2444
SLC18A1_17661	SLC18A1	542	526	504	703
KRTAP10-1_70670	KRTAP10-1	661	698	685	723
VPS33B_34921	VPS33B	440	531	632	688
CENPW_70722	CENPW	81	167	204	198
NF1_12483	NF1	842	595	544	523
GJB4_59366	GJB4	510	535	947	867
TMEM97_36092	TMEM97	377	529	434	534
AQP6_1040	AQP6	183	164	275	282
NT5DC3_39030	NT5DC3	222	207	240	286
C4orf46_64935	C4orf46	406	477	450	533
NT5C3A_38249	NT5C3A	521	639	440	651
GCNT3_24292	GCNT3	746	1150	1098	1082
ARHGEF5_21151	ARHGEF5	1293	1642	1778	1898
KRTAP10-5_70683	KRTAP10-5	843	892	813	1192
KRTAP10-4_70655	KRTAP10-4	644	705	516	668
KRTAP10-1_70671	KRTAP10-1	551	661	516	445
USP19_29374	USP19	602	358	939	916
ACIN1_31377	ACIN1	888	1175	1242	1430
RAB3GAP2_33696	RAB3GAP2	596	737	694	732
GPR107_46332	GPR107	342	427	303	296
CA1_2094	CA1	314	436	533	340
MYO9B_12131	MYO9B	1695	3027	1589	2136
GCG_6971	GCG	834	881	909	1319
INHA_9599	INHA	266	343	321	474
WNK2_48513	WNK2	1577	2296	1645	1745
PPIL3_39700	PPIL3	492	555	483	627
AFAP1_46828	AFAP1	455	622	367	351
TTK_19699	TTK	311	427	377	405
SCIN_55026	SCIN	347	371	301	338
SLC35G5_52329	SLC35G5	1133	1161	898	742
CST2_4126	CST2	501	560	370	431
ZMYM5_24179	ZMYM5	755	803	457	486
SUSD2_44124	SUSD2	1932	1833	1703	2207
ZMYND12_53130	ZMYND12	1226	1166	1049	1529
ASPA_1275	ASPA	567	597	715	902
ADORA1_370	ADORA1	635	1074	662	725
PTH2_56923	PTH2	637	611	427	524
CAPN5_2003	CAPN5	1996	2246	1891	2231
NUFIP2_45749	NUFIP2	315	335	356	357
FUZ_50890	FUZ	1441	1664	1434	1731
HIST2H2AA3_21646	HIST2H2AA3	366	455	1382	1726
NOL4_22767	NOL4	522	516	621	559
RASSF9_24115	RASSF9	1041	1214	1171	1029
DNAJB7_62315	DNAJB7	740	949	874	1082
APBA2_888	APBA2	623	570	555	666
FAM132B_62447	FAM132B	1126	1163	1418	1510
USP17L18_75619	USP17L18	262	418	536	904
IQCJ-SCHIP1_75820	IQCJ-SCHIP1	1084	1271	1050	1408
ACTBL2_69701	ACTBL2	430	252	247	318
C1orf233_73884	C1orf233	709	659	815	1060
CCL3L3_72743	CCL3L3	116	208	192	347
AREG_1071	AREG	529	460	368	392
STARD9_45704	STARD9	1795	2055	2068	2465
CCDC184_70880	CCDC184	251	256	244	194
GSE1_32052	GSE1	786	1017	570	792
RCOR1_32005	RCOR1	478	632	744	807
LHX8_72820	LHX8	394	264	345	359
CLEC3B_19356	CLEC3B	259	339	590	422
TACC1_18611	TACC1	1788	1872	1898	2010
INADL_27355	INADL	1149	1096	1081	988
BPTF_6063	BPTF	285	585	937	1377
KIAA2013_55359	KIAA2013	1199	1476	1095	1195
SMPX_33457	SMPX	567	618	521	798
ZNF3_20457	ZNF3	784	944	910	1197
IKBKG_22171	IKBKG	547	887	622	800
DNAH17_22498	DNAH17	224	278	306	247
FAM156A_36358	FAM156A	1708	1330	1417	1550
CRACR2B_67265	CRACR2B	503	423	526	517
EIF4E3_68511	EIF4E3	487	504	436	585
DPP8_40866	DPP8	358	388	319	529
ANKRD39_38216	ANKRD39	867	926	677	737
TTC21A_64546	TTC21A	1202	1266	1193	1547
C1orf122_59403	C1orf122	693	519	362	449
SLC25A38_41201	SLC25A38	574	751	520	724
AEBP2_58402	AEBP2	336	528	235	274
CRLF1_24287	CRLF1	289	428	354	457
HGFAC_8323	HGFAC	1620	2011	1735	2116
RBAK-RBAKDN_76183	RBAK-RBAKDN	803	927	1589	1512
PODXL2_37237	PODXL2	1458	1376	1574	1886
DPP9-AS1_75350	DPP9-AS1	1226	1286	1015	896
BARX2_22247	BARX2	1268	1093	707	867
CYB5D2_58868	CYB5D2	452	492	491	526
PMFBP1_52122	PMFBP1	1341	1669	1233	1345
TPRA1_59975	TPRA1	1004	1156	1332	1268
MAGEA9_11026	MAGEA9	544	522	371	473
MPHOSPH10_27323	MPHOSPH10	362	348	649	679
CLDN9_23796	CLDN9	229	159	237	249
ZNF483_63158	ZNF483	692	654	936	836
TBC1D13_40368	TBC1D13	474	367	580	528
TIMM10_35109	TIMM10	7	20	215	282
RNF38_62595	RNF38	1031	925	1078	1082
C19orf60_41421	C19orf60	430	820	802	790
FGD3_55156	FGD3	1718	1899	2018	2363
ADM2_50374	ADM2	715	724	602	715
OR10G4_71740	OR10G4	502	500	401	416
RCC2_43745	RCC2	1834	1813	1895	2202
NAP1L5_67085	NAP1L5	1528	1623	1203	1436
PSMB2_15175	PSMB2	119	103	225	177
NGB_46492	NGB	1552	1916	1872	2011
C11orf52_56051	C11orf52	967	792	997	1191
ADAMTS1_25051	ADAMTS1	700	808	710	890
SYNPO_30841	SYNPO	454	522	655	786
FERD3L_66071	FERD3L	350	399	363	347
SETD3_53095	SETD3	477	552	533	639
PAX9_13355	PAX9	778	1028	1049	1054
SRP72_18217	SRP72	357	377	926	1055
ZNF526_57647	ZNF526	643	441	457	560
HENMT1_57060	HENMT1	973	907	894	1126
ZNF281_33061	ZNF281	357	329	317	493
KIAA0226L_50862	KIAA0226L	380	551	231	504
PCYT2_15606	PCYT2	1733	1836	1700	2114
CST1_4123	CST1	1104	1624	866	846
DSCAML1_45488	DSCAML1	1729	1790	1559	1615
ACAT1_119	ACAT1	644	760	895	1099
TOM1L1_26798	TOM1L1	1071	1229	1157	1067
C11orf74_58185	C11orf74	586	495	534	631
MAP7_23712	MAP7	531	619	513	533
DYNLRB2_52332	DYNLRB2	841	850	561	843
DGKQ_4502	DGKQ	551	639	368	326
IGFLR1_49715	IGFLR1	1391	1283	1112	1142
MAFA_71458	MAFA	419	476	545	531
AMDHD2_37504	AMDHD2	1236	1161	1175	1040
DPP7_36888	DPP7	1109	1130	1003	1188
RNF113A_20770	RNF113A	219	92	444	525
KRTAP10-2_70679	KRTAP10-2	1528	1464	1197	1612
FTO_48845	FTO	408	581	331	587
FAM133A_68467	FAM133A	564	457	537	679
GOLGA8N_73829	GOLGA8N	228	188	217	312
WDR72_66811	WDR72	354	355	340	497
N6AMT2_65703	N6AMT2	306	513	346	325
CYB561A3_65526	CYB561A3	1068	999	1070	1086
PTGES_25142	PTGES	604	642	588	739
WNT5A_20271	WNT5A	735	671	953	1100
ARPP21_29141	ARPP21	1530	1557	1242	1515
C9orf43_66874	C9orf43	1275	1442	1095	1335
TMF1_19331	TMF1	1015	1061	910	1018
EPS8L3_49296	EPS8L3	1068	1042	1322	1293
CFHR3_29404	CFHR3	1116	1400	1097	1218
TSR2_55310	TSR2	52	66	525	477
CLNS1A_3413	CLNS1A	294	316	677	739
MSL1_68895	MSL1	1859	1719	2038	2105
YOD1_42509	YOD1	257	494	270	331
CMIP_51373	CMIP	353	1128	656	766
AGR3_62995	AGR3	1078	898	935	1069
DNMT1_4937	DNMT1	245	277	474	702
SIX1_17390	SIX1	1759	1776	2050	2019
REPIN1_36649	REPIN1	1668	1824	1417	1641
PPWD1_32693	PPWD1	449	325	1277	1017
RNF25_47621	RNF25	1362	1560	1255	1604
TXNIP_28721	TXNIP	1018	1147	1828	2128
GLYATL3_71382	GLYATL3	873	983	707	802
C2orf49_48866	C2orf49	280	427	308	463
MC5R_11210	MC5R	1365	1802	1240	1433
MMP23B_22150	MMP23B	1263	1549	1656	1931
CMPK2_59716	CMPK2	574	497	408	741
HIGD1A_34289	HIGD1A	788	761	602	701
GTF3C1_7979	GTF3C1	185	157	420	386
SUPT20HL1_75265	SUPT20HL1	938	970	861	1046
MBP_11191	MBP	622	730	523	664
DOLK_30976	DOLK	127	131	239	279
SUPT20HL2_64116	SUPT20HL2	275	374	270	332
HIC2_31786	HIC2	388	380	464	635
C6orf132_74164	C6orf132	510	684	723	635
RXRG_16690	RXRG	309	385	438	579
AKNA_51236	AKNA	509	358	362	455
USP21_35390	USP21	779	718	894	1053
FAM47E-STBD1_76203	FAM47E-STBD1	1223	1590	979	992
MTRNR2L7_75676	MTRNR2L7	610	621	499	590
SLC30A3_20894	SLC30A3	632	676	637	577
CORO7_49325	CORO7	1657	1814	1490	1516
NAT8B_38827	NAT8B	550	428	432	461
BRF1_7975	BRF1	126	124	1227	1436
PDAP1_30790	PDAP1	128	186	231	268
PTH2_56924	PTH2	353	359	289	376
FADD_22926	FADD	699	789	724	789
DEFB4B_75718	DEFB4B	449	445	412	404
DEFB4A_4702	DEFB4A	1045	1071	1176	1475
NTN4_46739	NTN4	505	842	863	1015
DDX54_48790	DDX54	834	818	1853	2033
PRRG1_15027	PRRG1	381	376	329	325
DNAJC5B_55034	DNAJC5B	375	289	382	445
CLTB_3432	CLTB	577	640	505	440
CCNB1_2483	CCNB1	211	384	977	848
HFE2_62059	HFE2	496	384	664	803
BIRC6_45472	BIRC6	859	1032	1178	1202
ZSCAN9_20793	ZSCAN9	1100	1261	975	1167
GALNT6_30525	GALNT6	301	424	447	722
ATP2A2_1370	ATP2A2	75	97	469	445
ZNF232_20878	ZNF232	1171	1189	975	1177
PARD3B_57988	PARD3B	426	573	394	446
LCN12_68414	LCN12	520	557	749	616
ZNF559-ZNF177_76112	ZNF559-ZNF177	439	670	746	559
GDPD5_51648	GDPD5	1559	1587	1907	1850
CIAO1_24696	CIAO1	93	56	624	609
CCDC47_44832	CCDC47	305	82	360	308
PSMD9_15267	PSMD9	1173	1476	1311	1304
DACT3_61885	DACT3	1429	1693	1236	1438
RTP5_68025	RTP5	398	583	475	589
KCNMA1_10094	KCNMA1	1258	1110	1259	1581
CYP2W1_40961	CYP2W1	522	645	787	748
FLRT1_33556	FLRT1	532	490	596	684
PAPLN_55243	PAPLN	514	588	548	431
CCDC174_38226	CCDC174	43	38	336	211
REPIN1_36650	REPIN1	261	329	281	345
ORC6_33264	ORC6	177	256	646	569
MAGIX_50348	MAGIX	584	476	895	1074
PRAF2_30536	PRAF2	2269	2292	1988	2067
LTBP4_21895	LTBP4	755	700	687	650
ABCG1_25384	ABCG1	416	616	487	364
GYS1_8050	GYS1	1150	1168	1180	1233
ZNF446_42965	ZNF446	607	831	861	650
SF3A2_21362	SF3A2	348	229	265	571
PTX4_71843	PTX4	1383	1510	1388	1446
C6orf226_73059	C6orf226	1109	1596	1185	1409
C2orf27A_36628	C2orf27A	72	68	376	350
GALNT16_45484	GALNT16	579	590	684	633
TRIM40_60364	TRIM40	680	979	957	1074
TRPV4_46784	TRPV4	368	425	454	469
DNAH1_34260	DNAH1	1391	1642	1503	1243
